Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
11218,15 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,5006,2,1982,Female,27,2022-12-24
11219,15 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,5425,3,1980,Male,26,2022-10-01
11220,32 minutes,5,Powell St BART Station (Market St at 5th St),8,The Embarcadero at Vallejo St,4908,1,1962,Female,26,2022-02-24
11221,32 minutes,5,Powell St BART Station (Market St at 5th St),8,The Embarcadero at Vallejo St,4798,3,1993,Female,26,2022-01-10
11222,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4997,2,1989,Male,29,2022-12-26
11223,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5113,2,1972,Male,26,2022-11-18
11224,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4889,1,1972,Male,26,2022-03-16
11225,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5262,2,1986,Male,26,2022-02-01
11226,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5157,3,1974,Female,29,2022-10-16
11227,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5237,3,1985,Male,26,2022-10-21
11228,17 minutes,22,Howard St at Beale St,136,23rd St at San Bruno Ave,4811,2,1970,Male,27,2022-05-19
11229,7 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,5427,2,1987,Male,29,2022-01-30
11230,50 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4445,1,1986,Male,29,2022-06-20
11231,24 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,4928,3,1994,Male,27,2022-05-12
11232,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5017,1,1992,Female,29,2022-05-31
11233,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5366,2,1985,Male,29,2022-02-20
11234,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5546,3,1965,Male,26,2022-01-17
11235,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,5063,2,1986,Male,26,2022-07-12
11236,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4706,3,1987,Male,29,2022-08-06
11237,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5572,1,1985,Female,27,2022-06-28
11238,4 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5495,2,1989,Male,26,2022-07-04
11239,46 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4995,2,1983,Male,29,2022-03-24
11240,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5459,1,1992,Male,29,2022-09-20
11241,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,1710,3,1993,Male,27,2022-12-18
11242,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5023,2,1992,Male,29,2022-01-03
11243,15 minutes,5,Powell St BART Station (Market St at 5th St),125,20th St at Bryant St,5547,2,1967,Male,26,2022-11-18
11244,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4778,1,1985,Other,29,2022-03-02
11245,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,5022,2,1989,Male,27,2022-06-27
11246,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5405,3,1995,Male,27,2022-02-25
11247,2 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,4575,1,1978,Male,26,2022-08-25
11248,27 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,4619,3,1985,Male,29,2022-03-10
11249,27 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,4834,3,1998,Female,29,2022-08-21
11250,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),5529,1,1991,Male,27,2022-06-25
11251,13 minutes,5,Powell St BART Station (Market St at 5th St),89,Division St at Potrero Ave,3715,2,1990,Male,29,2022-11-16
11252,11 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4432,3,1986,Female,27,2022-10-17
11253,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3223,2,1984,Female,27,2022-06-09
11254,11 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,5322,1,1980,Male,29,2022-08-26
11255,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,4986,2,1983,Male,26,2022-06-18
11256,17 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,4875,3,1966,Male,29,2022-12-23
11257,10 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5410,3,1981,Male,29,2022-05-29
11258,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1070,1,1972,Male,29,2022-02-28
11259,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4838,1,1988,Female,29,2022-11-29
11260,17 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,5282,1,1999,Male,27,2022-10-16
11261,2 minutes,81,Berry St at 4th St,91,Berry St at King St,4426,2,1993,Male,26,2022-11-09
11262,45 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),71,Broderick St at Oak St,5226,2,1982,Male,26,2022-04-10
11263,13 minutes,81,Berry St at 4th St,126,Esprit Park,5463,2,1970,Female,26,2022-06-15
11264,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4637,2,1990,Female,27,2022-08-14
11265,7 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5261,2,1992,Male,26,2022-12-01
11266,10 minutes,16,Steuart St at Market St,62,Victoria Manalo Draves Park,5552,2,1983,Male,29,2022-04-15
11267,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5550,2,1984,Male,26,2022-08-30
11268,3 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5560,2,1957,Male,27,2022-03-18
11269,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5518,2,1993,Male,29,2022-09-08
11270,8 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,5105,2,1988,Female,26,2022-09-10
11271,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4759,1,1999,Female,29,2022-06-29
11272,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4445,2,1999,Female,26,2022-03-11
11273,10 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,5113,1,1971,Male,26,2022-02-07
11274,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5193,1,2000,Male,29,2022-01-06
11275,6 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5463,1,1977,Male,26,2022-06-09
11276,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5416,2,1994,Male,27,2022-01-24
11277,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5173,2,1990,Female,29,2022-12-12
11278,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5238,3,1989,Female,29,2022-08-08
11279,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5405,2,1995,Female,26,2022-02-03
11280,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),4572,2,1996,Male,27,2022-12-10
11281,15 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,5520,3,1994,Male,27,2022-04-23
11282,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5030,3,1990,Male,29,2022-11-10
11283,30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4965,1,1983,Female,26,2022-06-25
11284,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5084,1,1986,Male,29,2022-08-23
11285,8 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,193,2,1984,Female,29,2022-09-06
11286,14 minutes,3,Powell St BART Station (Market St at 4th St),109,17th St at Valencia St,5056,3,1968,Female,29,2022-12-02
11287,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,4356,2,1992,Male,26,2022-05-27
11288,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5063,2,1987,Male,27,2022-04-07
11289,11 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,654,3,1991,Female,27,2022-01-13
11290,11 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,1772,2,1992,Male,29,2022-03-09
11291,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4979,3,1977,Male,29,2022-05-15
11292,27 minutes,5,Powell St BART Station (Market St at 5th St),373,Potrero del Sol Park (25th St at Utah St),5447,2,1976,Female,27,2022-11-07
11293,17 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4734,2,1992,Male,29,2022-06-03
11294,12 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,4644,1,1982,Female,26,2022-08-01
11295,26 minutes,5,Powell St BART Station (Market St at 5th St),373,Potrero del Sol Park (25th St at Utah St),5232,3,1977,Male,26,2022-09-30
11296,8 minutes,5,Powell St BART Station (Market St at 5th St),10,Washington St at Kearny St,5005,1,1980,Male,27,2022-01-10
11297,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5351,3,1988,Female,26,2022-09-02
11298,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5113,3,1985,Male,27,2022-04-08
11299,13 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5404,2,1988,Female,26,2022-03-23
11300,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4816,2,1967,Male,29,2022-10-01
11301,21 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,2799,2,1994,Female,29,2022-06-24
11302,12 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4426,1,1961,Male,26,2022-12-27
11303,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5350,3,1994,Male,26,2022-07-08
11304,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4981,2,1988,Male,29,2022-06-23
11305,38 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4329,2,1986,Female,26,2022-10-16
11306,11 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,4961,3,1994,Male,26,2022-05-31
11307,7 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,2656,1,1992,Male,26,2022-07-11
11308,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5226,3,1976,Male,26,2022-08-12
11309,54 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,200,2,1996,Male,26,2022-09-19
11310,64 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,191,2,1996,Male,26,2022-02-28
11311,11 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,4608,2,1981,Male,27,2022-03-24
11312,4 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,5055,3,1996,Male,27,2022-08-21
11313,30 minutes,22,Howard St at Beale St,99,Folsom St at 15th St,5020,1,1974,Male,27,2022-10-06
11314,5 minutes,3,Powell St BART Station (Market St at 4th St),25,Howard St at 2nd St,3305,1,1990,Female,27,2022-01-11
11315,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4817,3,1985,Male,27,2022-11-05
11316,26 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,3595,3,1962,Male,27,2022-02-01
11317,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4517,2,1986,Male,26,2022-04-22
11318,19 minutes,81,Berry St at 4th St,31,Raymond Kimbell Playground,4984,2,1981,Male,27,2022-07-05
11319,7 minutes,81,Berry St at 4th St,104,4th St at 16th St,2356,2,1968,Male,27,2022-03-07
11320,19 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,1832,2,1970,Male,27,2022-08-05
11321,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5369,1,1988,Male,26,2022-10-14
11322,16 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,5219,1,1988,Female,26,2022-11-29
11323,22 minutes,22,Howard St at Beale St,139,Garfield Square (25th St at Harrison St),4946,2,1991,Female,26,2022-11-03
11324,21 minutes,81,Berry St at 4th St,120,Mission Dolores Park,5283,2,1991,Male,29,2022-12-28
11325,6 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5082,3,1989,Male,27,2022-04-23
11326,11 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,5054,2,1993,Male,26,2022-04-27
11327,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5526,3,1965,Male,26,2022-07-23
11328,10 minutes,5,Powell St BART Station (Market St at 5th St),223,16th St Mission BART Station 2,4638,2,1990,Male,27,2022-05-18
11329,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4981,1,1978,Male,27,2022-01-18
11330,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5379,2,1980,Male,29,2022-05-02
11331,12 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4561,3,1977,Male,29,2022-10-26
11332,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4318,2,1994,Female,27,2022-07-17
11333,5 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4816,2,1980,Male,27,2022-09-12
11334,12 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,4320,3,1992,Male,27,2022-10-23
11335,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5472,2,2000,Female,29,2022-04-09
11336,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,4956,3,1988,Male,26,2022-03-01
11337,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5142,2,1992,Female,27,2022-05-25
11338,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,4739,1,1988,Male,26,2022-04-14
11339,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5229,2,1981,Female,26,2022-06-13
11340,30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3364,2,1981,Female,26,2022-03-28
11341,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,3084,3,1950,Male,26,2022-01-11
11342,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),119,18th St at Noe St,4617,2,1978,Male,29,2022-09-19
11343,15 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,5327,2,1970,Male,27,2022-08-29
11344,14 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,1846,2,1979,Female,27,2022-06-23
11345,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,1949,1,1988,Female,27,2022-12-18
11346,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,3679,3,1993,Female,29,2022-03-03
11347,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,3171,1,1992,Female,27,2022-04-09
11348,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4770,2,1979,Male,29,2022-08-09
11349,109 minutes,81,Berry St at 4th St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4644,3,1992,Female,27,2022-10-13
11350,4 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,2527,2,1989,Male,26,2022-01-09
11351,16 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,5505,2,1984,Male,27,2022-12-06
11352,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4986,2,1981,Male,26,2022-06-15
11353,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4908,1,1985,Female,27,2022-12-03
11354,19 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,3434,1,1992,Female,29,2022-10-21
11355,28 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,5555,2,1988,Female,26,2022-01-22
11356,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5410,1,1981,Male,29,2022-04-05
11357,36 minutes,3,Powell St BART Station (Market St at 4th St),377,Fell St at Stanyan St,263,2,1997,Male,27,2022-04-19
11358,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,209,2,1990,Female,29,2022-05-11
11359,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4943,2,1985,Male,26,2022-02-17
11360,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),139,Garfield Square (25th St at Harrison St),5518,2,1985,Male,27,2022-11-08
11361,21 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5159,2,1971,Male,29,2022-03-30
11362,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4984,2,1992,Male,26,2022-10-29
11363,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5291,2,1982,Female,29,2022-02-17
11364,16 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4405,2,1980,Female,29,2022-12-26
11365,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),4570,3,2000,Male,29,2022-07-01
